speaker,text,wordCount,wordNumber,start,end,lemmata
Χορός,ὦ τλάμων ὅτε νῦν χαλᾷς αὔδασον τίς ἔφυς βροτῶν τίς ὁ πολύπονος ἄγει τίν᾽ ἂν σοῦ πατρίδ᾽ ἐκπυθοίμαν,18,1109,1091,1109,ὦ τλήμων ὅτε νῦν χαλάω αὐδάω τις φύω βροτός τις ὁ πολύπονος ἄγω τίν ̓ ἄν σύ πατρίδ ̓ ἐκπυνθάνομαι
Οἰδίπους,ὦ ξένοι ἀπόπτολις ἀλλὰ μὴ,5,1114,1109,1114,ὦ ξένος ἀπόπολις ἀλλά μή
Χορός,τί τόδ᾽ ἀπεννέπεις γέρον,4,1118,1114,1118,τίς τόδ ̓ ἀπενέπω γέρων
Οἰδίπους,μὴ μὴ μή μ᾽ ἀνέρῃ τίς εἰμι μηδ᾽ ἐξετάσῃς πέρα ματεύων,11,1129,1118,1129,μή μή μή μ ̓ ἀνέρομαι τις εἰμί μηδ ̓ ἐξετάζω πέρα ματεύω
Χορός,τί τόδ᾽,2,1131,1129,1131,τίς τόδ ̓
Οἰδίπους,αἰνὰ φύσις,2,1133,1131,1133,αἰνός φύσις
Οἰδίπους,τέκνον ὤμοι τί γεγώνω,4,1137,1133,1137,τέκνον ὤμοι τίς γέγωνα
Χορός,τίνος εἶ σπέρματος ὦ ξένε φώνει πατρόθεν,7,1144,1137,1144,τίς εἶμι σπέρμα ὦ ξένος φωνέω πατρόθεν
Οἰδίπους,ὤμοι ἐγώ τί πάθω τέκνον ἐμόν,6,1150,1144,1150,ὤμοι ἐγώ τίς πάσχω τέκνον ἐμός
Ἀντιγόνη,λέγ᾽ ἐπείπερ ἐπ᾽ ἔσχατα βαίνεις,5,1155,1150,1155,λέγ ̓ ἐπεί ἐπ ̓ ἔσχατος βαίνω
Οἰδίπους,ἀλλ᾽ ἐρῶ οὐ γὰρ ἔχω κατακρυφάν,6,1161,1155,1161,ἀλλ ̓ ἐρῶ οὐ γάρ ἔχω κατακρυφή
Χορός,μακρὰ μέλλετον ἀλλὰ τάχυνε,4,1165,1161,1165,μακρός μέλλω ἀλλά ταχύνω
Οἰδίπους,Λαΐου ἴστε τιν᾽,3,1168,1165,1168,Λάιος οἶδα τιν ̓
Χορός,ὢ ἰοὺ ἰού,3,1171,1168,1171,ὦ ἰού ἰού
Οἰδίπους,τό τε Λαβδακιδᾶν γένος,4,1175,1171,1175,ὁ τε Λαδβακίδης γένος
Χορός,ὦ Ζεῦ,2,1177,1175,1177,ὦ Ζεύς
Οἰδίπους,ἄθλιον Οἰδιπόδαν,2,1179,1177,1179,ἄθλιος Οἰδίπους
Χορός,σὺ γὰρ ὅδ᾽ εἶ,4,1183,1179,1183,σύ γάρ ὅδ ̓ εἶμι
Οἰδίπους,δέος ἴσχετε μηδὲν ὅσ᾽ αὐδῶ,5,1188,1183,1188,δέος ἴσχω μηδείς ὅσ ̓ αὐδάω
Χορός,ἰὼ ὢ ὤ,3,1191,1188,1191,ἰώ ὦ ὦ
Χορός,ὢ ὤ,2,1193,1191,1193,ὦ ὦ
Οἰδίπους,θύγατερ τί ποτ᾽ αὐτίκα κύρσει,5,1198,1193,1198,θυγάτηρ τίς ποτ ̓ αὐτίκα κυρέω
Χορός,ἔξω πόρσω βαίνετε χώρας,4,1202,1198,1202,ἔξω πρόσω βαίνω χώρα
Οἰδίπους,ἃ δ᾽ ὑπέσχεο ποῖ καταθήσεις,5,1207,1202,1207,ὅς δ ̓ ὑπισχνέομαι ποῖ καταθέω
Χορός,οὐδενὶ μοιριδία τίσις ἔρχεται ἃν προπάθῃ τὸ τίνειν ἀπάτα δ᾽ ἀπά- ταις ἑτέραις ἑτέρα παραβαλλομέ- να πόνον οὐ χάριν ἀντιδίδωσιν ἔ- χειν σὺ δὲ τῶνδ᾽ ἑδράνων πάλιν ἔκτοπος αὖθις ἄφορμος ἐμᾶς χθονὸς ἔκθορε μή τι πέρα χρέος ἐμᾷ πόλει προσάψῃς,40,1247,1207,1247,οὐδείς μοιρίδιος τίσις ἔρχομαι ὅς προπάσχω ὁ τίνω ἀπάτη δ ̓ ἀπά- ταις ἕτερος ἕτερος παραβαλλομέ- να πόνος οὐ χάρις ἀντιδίδωμι ἔ- χειν σύ δέ τῶνδ ̓ ἕδρανον πάλιν ἔκτοπος αὖθις ἄφορμος ἐμός χθών ἐκθρώισκω μή τις πέρα χρέος ἐμός πόλις προσάπτω
Ἀντιγόνη,ὦ ξένοι αἰδόφρονες ἀλλ᾽ ἐπεὶ γεραὸν πατέρα τόνδ᾽ ἐμὸν οὐκ ἀνέτλατ᾽ ἔργων ἀκόντων ἀΐοντες αὐδάν ἀλλ᾽ ἐμὲ τὰν μελέαν ἱκετεύομεν ὦ ξένοι οἰκτίραθ᾽ ἃ πατρὸς ὑπὲρ τοὐμοῦ μόνου ἄντομαι οὐκ ἀλαοῖς προσορωμένα ὄμμα σὸν ὄμμασιν ὥς τις ἀφ᾽ αἵματος ὑμετέρου προφανεῖσα τὸν ἄθλιον αἰδοῦς κῦρσαι ἐν ὔμμι γὰρ ὡς θεῷ κείμεθα τλάμονες ἀλλ᾽ ἴτε νεύσατε τὰν ἀδόκητον χάριν πρός σ᾽ ὅ τι σοι φίλον ἐκ σέθεν ἄντομαι ἢ τέκνον ἢ λέχος ἢ χρέος ἢ θεός οὐ γὰρ ἴδοις ἂν ἀθρῶν βροτὸν ὅστις ἄν εἰ θεὸς ἄγοι ἐκφυγεῖν δύναιτο,88,1335,1247,1335,ὦ ξένος αἰδόφρων ἀλλ ̓ ἐπεί γεραὸν πατήρ τόνδ ̓ ἐμός οὐ ἀνέτλατ ̓ ἔργον ἄκων ἀίω αὐδή ἀλλ ̓ ἐγώ ὁ μέλεος ἱκετεύω ὦ ξένος οἰκτίραθ ̓ ὅς πατήρ ὑπέρ ἐγώ μόνος ἄντομαι οὐ ἀλαόω προσοράω ὄμμα σός ὄμμα ὡς τις ἀφ ̓ αἷμα ὑμέτερος προφαίνω ὁ ἄθλιος αἰδώς κυρέω ἐν σύ γάρ ὡς θεός κεῖμαι τλήμων ἀλλ ̓ εἶμι νέω1 ὁ ἀδόκητος χάρις πρός σ ̓ ὁ τις σύ φίλος ἐκ σύ ἄντομαι ἤ τέκνον ἤ λέχος ἤ χρέος ἤ θεός οὐ γάρ εἶδον ἄν ἀθρέω βροτός ὅστις ἀνά εἰ θεός ἄγω ἐκφεύγω δύναμαι
Χορός,ἀλλ᾽ ἴσθι τέκνον Οἰδίπου σέ τ᾽ ἐξ ἴσου οἰκτίρομεν καὶ τόνδε συμφορᾶς χάριν τὰ δ᾽ ἐκ θεῶν τρέμοντες οὐ σθένοιμεν ἂν φωνεῖν πέρα τῶν πρὸς σὲ νῦν εἰρημένων,28,1363,1335,1363,ἀλλ ̓ εἰμί τέκνον Οἰδίπους σύ τ ̓ ἐκ ἴσος οἰκτείρω καί ὅδε συμφορά χάρις ὁ δ ̓ ἐκ θεός τρέμω οὐ σθένω ἄν φωνέω πέρα ὁ πρός σύ νῦν ἐρῶ
Οἰδίπους,τί δῆτα δόξης ἢ τί κληδόνος καλῆς μάτην ῥεούσης ὠφέλημα γίγνεται εἰ τάς γ᾽ Ἀθήνας φασὶ θεοσεβεστάτας εἶναι μόνας δὲ τὸν κακούμενον ξένον σῴζειν οἵας τε καὶ μόνας ἀρκεῖν ἔχειν κἄμοιγε ποῦ τοῦτ᾽ ἐστίν οἵτινες βάθρων ἐκ τῶνδέ μ᾽ ἐξάραντες εἶτ᾽ ἐλαύνετε ὄνομα μόνον δείσαντες οὐ γὰρ δὴ τό γε σῶμ᾽ οὐδὲ τἄργα τἄμ᾽ ἐπεὶ τά γ᾽ ἔργα μου πεπονθότ᾽ ἐστὶ μᾶλλον ἢ δεδρακότα εἴ σοι τὰ μητρὸς καὶ πατρὸς χρείη λέγειν ὧν οὕνεκ᾽ ἐκφοβεῖ με τοῦτ᾽ ἐγὼ καλῶς ἔξοιδα καίτοι πῶς ἐγὼ κακὸς φύσιν ὅστις παθὼν μὲν ἀντέδρων ὥστ᾽ εἰ φρονῶν ἔπρασσον οὐδ᾽ ἂν ὧδ᾽ ἐγιγνόμην κακός νῦν δ᾽ οὐδὲν εἰδὼς ἱκόμην ἵν᾽ ἱκόμην ὑφ᾽ ὧν δ᾽ ἔπασχον εἰδότων ἀπωλλύμην ἀνθ᾽ ὧν ἱκνοῦμαι πρὸς θεῶν ὑμᾶς ξένοι ὥσπερ με κἀνεστήσαθ᾽ ὧδε σώσατε καὶ μὴ θεοὺς τιμῶντες εἶτα τοὺς θεοὺς μοίρας ποιεῖσθε μηδαμῶς ἡγεῖσθε δὲ βλέπειν μὲν αὐτοὺς πρὸς τὸν εὐσεβῆ βροτῶν βλέπειν δὲ πρὸς τοὺς δυσσεβεῖς φυγὴν δέ του μήπω γενέσθαι φωτὸς ἀνοσίου βροτῶν ξὺν οἷς σὺ μὴ κάλυπτε τὰς εὐδαίμονας ἔργοις Ἀθήνας ἀνοσίοις ὑπηρετῶν ἀλλ᾽ ὥσπερ ἔλαβες τὸν ἱκέτην ἐχέγγυον ῥύου με κἀκφύλασσε μηδέ μου κάρα τὸ δυσπρόσοπτον εἰσορῶν ἀτιμάσῃς ἥκω γὰρ ἱερὸς εὐσεβής τε καὶ φέρων ὄνησιν ἀστοῖς τοῖσδ᾽ ὅταν δ᾽ ὁ κύριος παρῇ τις ὑμῶν ὅστις ἐστὶν ἡγεμών τότ᾽ εἰσακούων πάντ᾽ ἐπιστήσει τὰ δὲ μεταξὺ τούτου μηδαμῶς γίγνου κακός,213,1576,1363,1576,τίς δῆτα δόξα ἤ τίς κληδών καλός μάτην ῥέω ὠφέλημα γίγνομαι εἰ ὁ γ ̓ Ἀθῆναι φημί θεοσεβής εἰμί μόνος δέ ὁ κακόω ξένος σώζω οἷος τε καί μόνος ἀρκέω ἔχω ἐγώ ποῦ τοῦτ ̓ εἰμί ὅστις βάθρον ἐκ ὅδε μ ̓ ἐξαίρω εἶτ ̓ ἐλαύνω ὄνομα μόνος δείδω οὐ γάρ δή ὁ γε σῶμ ̓ οὐδέ ἔργον τἄμ ̓ ἐπεί ὁ γ ̓ ἔργον ἐγώ πεπονθότ ̓ εἰμί μᾶλλον ἤ δράω εἰ σύ ὁ μήτηρ καί πατήρ χρή λέγω ὅς οὕνεκ ̓ ἐκφοβέω ἐγώ τοῦτ ̓ ἐγώ καλός ἔξοιδα καίτοι πῶς ἐγώ κακός φύσις ὅστις πάσχω μέν ἀντιδράω ὥστ ̓ εἰ φρονέω πράσσω οὐδ ̓ ἄν ὧδ ̓ γίγνομαι κακός νῦν δ ̓ οὐδείς οἶδα ἱκνέομαι ἵν ̓ ἱκνέομαι ὑφ ̓ ὅς δ ̓ πάσχω οἶδα ἀπόλλυμι ἀνθ ̓ ὅς ἱκνέομαι πρός θεός σύ ξένος ὥσπερ ἐγώ κἀνεστήσαθ ̓ ὧδε σώζω καί μή θεός τιμάω εἶτα ὁ θεός μοῖρα ποιέω μηδαμῶς ἡγέομαι δέ βλέπω μέν αὐτός πρός ὁ εὐσεβής βροτός βλέπω δέ πρός ὁ δυσσεβέω φυγή δέ τις μήπω γίγνομαι φώς ἀνόσιος βροτός σύν ὅς σύ μή καλύπτω ὁ εὐδαίμων ἔργον Ἀθῆναι ἀνόσιος ὑπηρέτης ἀλλ ̓ ὥσπερ λαμβάνω ὁ ἱκέτης ἐχέγγυος ῥύομαι ἐγώ ἐκφυλάσσω μηδέ ἐγώ κάρα ὁ δυσπρόσοπτος εἰσοράω ἀτιμάω ἵημι γάρ ἱερός εὐσεβής τε καί φέρω ὄνησις ἀστός τοῖσδ ̓ ὅταν δ ̓ ὁ κύριος πάρειμι τις σύ ὅστις εἰμί ἡγεμών τότ ̓ εἰσακούω πάντ ̓ ἐφίστημι ὁ δέ μεταξύ οὗτος μηδαμῶς γίγνομαι κακός
Χορός,ταρβεῖν μέν ὦ γεραιέ τἀνθυμήματα πολλή στ᾽ ἀνάγκη τἀπὸ σοῦ λόγοισι γὰρ οὐκ ὠνόμασται βραχέσι τοὺς δὲ τῆσδε γῆς ἄνακτας ἀρκεῖ ταῦτά μοι διειδέναι,24,1600,1576,1600,ταρβέω μέν ὦ γεραιός ἐνθύμημα πολύς στ ̓ ἀνάγκη ἀπό σύ λόγος γάρ οὐ ὀνομάζω βραχύς ὁ δέ ὅδε γῆ ἄναξ ἀρκέω οὗτος ἐγώ διαείδω1
Οἰδίπους,καὶ ποῦ σθ᾽ ὁ κραίνων τῆσδε τῆς χώρας ξένοι,9,1609,1600,1609,καί ποῦ σθ ̓ ὁ κραίνω ὅδε ὁ χώρα ξένος
Χορός,πατρῷον ἄστυ γῆς ἔχει σκοπὸς δέ νιν ὃς κἀμὲ δεῦρ᾽ ἔπεμψεν οἴχεται στελῶν,13,1622,1609,1622,πατρῷος ἄστυ γῆ ἔχω σκοπός δέ νιν ὅς ἐγώ δεῦρ ̓ πέμπω οἴχομαι στέλλω
Οἰδίπους,ἦ καὶ δοκεῖτε τοῦ τυφλοῦ τιν᾽ ἐντροπὴν ἢ φροντίδ᾽ ἕξειν αὐτὸν ὥστ᾽ ἐλθεῖν πέλας,14,1636,1622,1636,εἰμί καί δοκέω ὁ τυφλόω τιν ̓ ἐντροπὴν ἤ φροντίδ ̓ ἔχω αὐτός ὥστ ̓ ἔρχομαι πέλας
Χορός,καὶ κάρθ᾽ ὅταν περ τοὔνομ᾽ αἴσθηται τὸ σόν,8,1644,1636,1644,καί κάρθ ̓ ὅταν περί τοὔνομ ̓ αἰσθάνομαι ὁ σός
Οἰδίπους,τίς δ᾽ ἔσθ᾽ ὁ κείνῳ τοῦτο τοὔπος ἀγγελῶν,8,1652,1644,1652,τις δ ̓ ἔσθ ̓ ὁ ἐκεῖνος οὗτος ἔπος ἀναγελάω
Χορός,μακρὰ κέλευθος πολλὰ δ᾽ ἐμπόρων ἔπη φιλεῖ πλανᾶσθαι τῶν ἐκεῖνος ἀΐων θάρσει παρέσται πολὺ γάρ ὦ γέρον τὸ σὸν ὄνομα διήκει πάντας ὥστε κεἰ βραδὺς εὕδει κλύων σοῦ δεῦρ᾽ ἀφίξεται ταχύς,31,1683,1652,1683,μακρός κέλευθος πολύς δ ̓ ἔμπορος ἔπος φιλέω πλανάω ὁ ἐκεῖνος ἀίω θαρσέω πάρειμι πολύς γάρ ὦ γέρων ὁ σός ὄνομα διήκω πᾶς ὥστε εἰ βραδύς εὕδω κλύω σύ δεῦρ ̓ ἀφικνέομαι ταχύς
Οἰδίπους,ἀλλ᾽ εὐτυχὴς ἵκοιτο τῇ θ᾽ αὑτοῦ πόλει ἐμοί τε τίς γὰρ ἐσθλὸς οὐχ αὑτῷ φίλος,15,1698,1683,1698,ἀλλ ̓ εὐτυχής ἱκνέομαι ὁ θ ̓ ἑαυτοῦ πόλις ἐγώ τε τις γάρ ἐσθλός οὐ ἑαυτοῦ φίλος
Ἀντιγόνη,ὦ Ζεῦ τί λέξω ποῖ φρενῶν ἔλθω πάτερ,8,1706,1698,1706,ὦ Ζεύς τίς λέγω ποῖ φρήν ἔρχομαι πάτηρ
Οἰδίπους,τί δ᾽ ἔστι τέκνον Ἀντιγόνη,5,1711,1706,1711,τίς δ ̓ εἰμί τέκνον Ἀντιγόνη
Ἀντιγόνη,γυναῖχ᾽ ὁρῶ στείχουσαν ἡμῶν ἆσσον Αἰτναίας ἐπὶ πώλου βεβῶσαν κρατὶ δ᾽ ἡλιοστεγὴς κυνῆ πρόσωπα Θεσσαλίς νιν ἀμπέχει τί φῶ ἆρ᾽ ἔστιν ἆρ᾽ οὐκ ἔστιν ἢ γνώμη πλανᾷ καὶ φημὶ κἀπόφημι κοὐκ ἔχω τί φῶ τάλαινα οὐκ ἔστιν ἄλλη φαιδρὰ γοῦν ἀπ᾽ ὀμμάτων σαίνει με προσστείχουσα σημαίνει δ᾽ ὅτι μόνης τόδ᾽ ἐστὶ δῆλον Ἰσμήνης κάρα,54,1765,1711,1765,γυναῖχ ̓ ὁράω στείχω ἐγώ ἆσσον Αἰτναίας ἐπί πῶλος βαίνω κράς δ ̓ ἡλιοστεγὴς κυνέη πρόσωπον Θεσσαλίς νιν ἀμπέχω τίς φημί ἆρ ̓ εἰμί ἆρ ̓ οὐ εἰμί ἤ γνώμη πλανάω καί φημί ἀπόφημι οὐ ἔχω τίς φημί τάλας οὐ εἰμί ἄλλος φαιδρὰ γοῦν ἀπ ̓ ὄμμα σαίνω ἐγώ πρόσστείχω σημαίνω δ ̓ ὅτι μόνος τόδ ̓ εἰμί δῆλος Ἰσμήνη κάρα
Οἰδίπους,πῶς εἶπας ὦ παῖ,4,1769,1765,1769,πῶς εἶπον ὦ παῖς
Ἀντιγόνη,παῖδα σήν ἐμὴν δ᾽ ὁρᾶν ὅμαιμον αὐδῇ δ᾽ αὐτίκ᾽ ἔξεστιν μαθεῖν,11,1780,1769,1780,παῖς σός ἐμός δ ̓ ὁράω ὅμαιμος αὐδή δ ̓ αὐτίκ ̓ ἔξεστι μανθάνω
Ἰσμήνη,ὦ δισσὰ πατρὸς καὶ κασιγνήτης ἐμοὶ ἥδιστα προσφωνήμαθ᾽ ὡς ὑμᾶς μόλις εὑροῦσα λύπῃ δεύτερον μόλις βλέπω,16,1796,1780,1796,ὦ δισσὰ πατήρ καί κασιγνήτη ἐγώ ἡδύς προσφωνήμαθ ̓ ὡς σύ μόλις εὑρίσκω λύπη δεύτερος μόλις βλέπω
Οἰδίπους,ὦ τέκνον ἥκεις,3,1799,1796,1799,ὦ τέκνον ἥκω
Ἰσμήνη,ὦ πάτερ δύσμοιρ᾽ ὁρᾶν,4,1803,1799,1803,ὦ πάτηρ δύσμοιρ ̓ ὁράω
Οἰδίπους,τέκνον πέφηνας,2,1805,1803,1805,τέκνον φαίνω
Ἰσμήνη,οὐκ ἄνευ μόχθου γέ μοι,5,1810,1805,1810,οὐ ἄνευ μόχθος γε ἐγώ
Οἰδίπους,πρόσψαυσον ὦ παῖ,3,1813,1810,1813,προσψαύω ὦ παῖς
Ἰσμήνη,θιγγάνω δυοῖν ὁμοῦ,3,1816,1813,1816,θιγγάνω δύο ὁμοῦ
Οἰδίπους,ὦ σπέρμ᾽ ὅμαιμον,3,1819,1816,1819,ὦ σπέρμ ̓ ὅμαιμος
Ἰσμήνη,ὦ δυσάθλιαι τροφαί,3,1822,1819,1822,ὦ δυσάθλιος τροφή
Οἰδίπους,ἦ τῆσδε κἀμοῦ,3,1825,1822,1825,εἰμί ὅδε ἐγώ
Ἰσμήνη,δυσμόρου τ᾽ ἐμοῦ τρίτης,4,1829,1825,1829,δύσμορος τ ̓ ἐγώ τρίτος
Οἰδίπους,τέκνον τί δ᾽ ἦλθες,4,1833,1829,1833,τέκνον τίς δ ̓ ἔρχομαι
Ἰσμήνη,σῇ πάτερ προμηθίᾳ,3,1836,1833,1836,σός πάτηρ προμήθεια
Οἰδίπους,πότερα πόθοισι,2,1838,1836,1838,πότερος πόθος
Ἰσμήνη,καὶ λόγων γ᾽ αὐτάγγελος ξὺν ᾧπερ εἶχον οἰκετῶν πιστῷ μόνῳ,10,1848,1838,1848,καί λόγος γ ̓ αὐτάγγελος σύν ὅς ἔχω οἰκέτης πιστός μόνος
Οἰδίπους,οἱ δ᾽ αὐθόμαιμοι ποῦ νεανίαι πονεῖν,6,1854,1848,1854,ὁ δ ̓ ὅμαιμος ποῦ νεανίης πονέω
Ἰσμήνη,εἴσ᾽ οὗπέρ εἰσι δεινὰ τἀν κείνοις τανῦν,7,1861,1854,1861,εἴσ ̓ οὗπέρ εἰμί δεινός ἐν κεῖνος τανῦν
Οἰδίπους,ὦ πάντ᾽ ἐκείνω τοῖς ἐν Αἰγύπτῳ νόμοις φύσιν κατεικασθέντε καὶ βίου τροφάς ἐκεῖ γὰρ οἱ μὲν ἄρσενες κατὰ στέγας θακοῦσιν ἱστουργοῦντες αἱ δὲ σύννομοι τἄξω βίου τροφεῖα πορσύνουσ᾽ ἀεί σφῷν δ᾽ ὦ τέκν᾽ οὓς μὲν εἰκὸς ἦν πονεῖν τάδε κατ᾽ οἶκον οἰκουροῦσιν ὥστε παρθένοι σφὼ δ᾽ ἀντ᾽ ἐκείνων τἀμὰ δυστήνου κακὰ ὑπερπονεῖτον ἡ μὲν ἐξ ὅτου νέας τροφῆς ἔληξε καὶ κατίσχυσεν δέμας ἀεὶ μεθ᾽ ἡμῶν δύσμορος πλανωμένη γερονταγωγεῖ πολλὰ μὲν κατ᾽ ἀγρίαν ὕλην ἄσιτος νηλίπους τ᾽ ἀλωμένη πολλοῖσι δ᾽ ὄμβροις ἡλίου τε καύμασιν μοχθοῦσα τλήμων δεύτερ᾽ ἡγεῖται τὰ τῆς οἴκοι διαίτης εἰ πατὴρ τροφὴν ἔχοι σὺ δ᾽ ὦ τέκνον πρόσθεν μὲν ἐξίκου πατρὶ μαντεῖ᾽ ἄγουσα πάντα Καδμείων λάθρᾳ ἃ τοῦδ᾽ ἐχρήσθη σώματος φύλαξ τέ μου πιστὴ κατέστης γῆς ὅτ᾽ ἐξηλαυνόμην νῦν δ᾽ αὖ τίν᾽ ἥκεις μῦθον Ἰσμήνη πατρὶ φέρουσα τίς σ᾽ ἐξῆρεν οἴκοθεν στόλος ἥκεις γὰρ οὐ κενή γε τοῦτ᾽ ἐγὼ σαφῶς ἔξοιδα μὴ οὐχὶ δεῖμ᾽ ἐμοὶ φέρουσά τι,149,2010,1861,2010,ὦ πάντ ̓ κενόω ὁ ἐν Αἴγυπτος νόμος φύσις κατεικάζω καί βίος τροφή ἐκεῖ γάρ ὁ μέν ἄρσην κατά στέγη θακέω ἱστουργέω ὁ δέ σύννομος ἄγνυμι βίος τροφεῖα πορσύνουσ ̓ ἀεί σύ δ ̓ ὦ τέκν ̓ ὅς μέν ἔοικα εἰμί πονέω ὅδε κατ ̓ οἶκος οἰκουρέω ὥστε παρθένος σφεῖς δ ̓ ἀντ ̓ ἐκεῖνος ἐμός δύστηνος κακός ὑπερπονέω ὁ μέν ἐκ ὅστις ναῦς τροφή λήγω καί κατισχύω δέμας ἀεί μεθ ̓ ἐγώ δύσμορος πλανάω γερονταγωγέω πολύς μέν κατ ̓ ἄγριος ὕλη ἄσιτος νήλιπος τ ̓ ἀλάομαι πολύς δ ̓ ὄμβρος ἥλιος τε καῦμα μοχθέω τλήμων δεύτερ ̓ ἡγέομαι ὁ ὁ οἴκοι δίαιτα εἰ πατήρ τροφή ἔχω σύ δ ̓ ὦ τέκνον πρόσθεν μέν ἐξικνέομαι πατήρ μαντεῖ ̓ ἄγω πᾶς Καδμεῖος λάθρῃ ὅς τοῦδ ̓ χράω σῶμα φύλαξ τε ἐγώ πιστός καθίστημι γῆ ὅτ ̓ ἐξελαύνω νῦν δ ̓ αὖ τίν ̓ ἥκω μῦθος Ἰσμήνη πατήρ φέρω τις σ ̓ ἐξαίρω οἴκοθεν στόλος ἥκω γάρ οὐ κενός γε τοῦτ ̓ ἐγώ σαφής ἔξοιδα μή οὐ δεῖμ ̓ ἐγώ φέρουσά τις
